State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,Display Name,2010,2011,2012
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,Deposits of Local Funds,Deposits of Local Funds,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),3. Civil Advances,Civil Advances Income,Civil Advances,453.8,89.3,93.8
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),4. Others,Deposits and Advances -Others,Other deposits,34.7,58.3,61.2
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),,Suspense and Miscellaneous,Suspense and Misc. ,286432.7,808055.3,848458.1
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),1. Suspense,Suspense,Suspense,-2212.8,254682.5,267416.7
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,Cash Balance Investment Accounts,Cash Balance,288464.4,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,Deposits with RBI,Deposits with RBI,NA,553370.4,581038.9
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),4. Others,Miscellaneous-Others,Miscellaneous,181.1,2.4,2.5
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,XI. Appropriation to Contingency Fund,,Appropriation to Contingency Fund,Appropriation ,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,XII. Miscellaneous Capital Receipts,,Miscellaneous Capital Receipts,Misc. Capital Receipts,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,XIII. Remittances,,Remittances,Remittances,24457.4,7920.8,8316.9
ARUNACHAL PRADESH,TOTAL REVENUE,,,TOTAL REVENUE,Tot. Revenue,54220.8,66507.8,65223.1
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),,TAX REVENUE,Tax Revenue,9351.7,11162.6,12806.4
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),State's Own Tax Revenue,own tax revenue,2149.7,2511,2857.1
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Income,tax-income,NA,NA,NA
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Property and Capital  Transactions,tax-property,52.2,83.2,91.6
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Commodities and Services,tax-comm.&services,2097.5,2427.8,2765.5
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Share in Central Taxes (i to,central taxes,7202,8651.6,9949.3
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Corporation Tax,corp. tax,2815.9,3443.8,3960.3
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Income Tax,income tax,1488.1,1701.4,1956.6
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Estate Duty,estate duty,NA,NA,NA
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes on Income and Expenditure,other taxes,0.1,NA,NA
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Taxes on Wealth,tax-walth,5.8,7,8.1
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Customs,customs,1259.8,1538.7,1769.5
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Union Excise Duties,excise duty,916.4,1114.8,1282
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Service Tax,service tax,715.8,845.9,972.8
ARUNACHAL PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes and Duties on Commodities and Services,other duty,0.1,NA,NA
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),,NON-TAX REVENUE,non tax revenue,44869.1,55345.2,52416.7
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),State's Own Non-Tax Revenue,own non tax revenue,5301.4,3712.5,4211.7
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Interest Receipts,interest,1113.5,500,550
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Dividends and Profits,dividend,NA,NA,NA
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),General Services,general services,176.7,198.9,309
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Social Services,social services,96.7,112,123.3
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Fiscal Services,fiscal services,NA,NA,NA
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Economic Services,economic services,3914.5,2901.6,3229.4
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grants from the Centre,centre grant,39567.7,51632.7,48205
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-State Plan Schemes,state plan,26164.4,37569.5,29285
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Central Plan Schemes,central plan,475.9,1433.9,2785.5
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Centrally Sponsored Schemes,centrally sponsered,3783.1,5089.3,6748.8
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),NEC or Special Plan Scheme,special scheme,781.5,1252.6,1377.9
ARUNACHAL PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Non-Plan Grants,non plan Grants,8362.8,6287.4,8007.8
ASSAM,TOTAL INCOME,,,TOTAL INCOME,Tot. Income,2460801.4,2693126.3,2863467.5
ASSAM,TOTAL CAPITAL RECEIPTS,,,TOTAL CAPITAL RECEIPTS,Tot. Cap. Receipts,2230751.8,2364625.3,2486839.1
ASSAM,TOTAL CAPITAL RECEIPTS,I. External Debt #,,External Debt,Ext. Debt,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),,Internal Debt,Int. Debt,20297,39962.3,45448.9
ASSAM,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),1. Market Loans,Market Loans,Market Loans,8000,35093.8,31948.9
ASSAM,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),2. Loans from LIC,Loans from LIC,Loan-LIC,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,Loans from SBI and other Banks,Loan-SBI,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,Loans from National Bank for Agriculture and Rural Development,Loan-NBARD,1698.2,3000,3000
ASSAM,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,Loans from National Co-operative Development Corporation,Loan-NCDC,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),6. WMA from RBI,WMA from RBI,WMA-RBI,NA,500,500
ASSAM,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,Special Securities issued to NSSF,Securities-NSSF,10598.8,1368.5,10000
ASSAM,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),8. Others@,Internal Debt-Others,Oth-Debt,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),,Loans and Advances from the Centre,Loan from centre,156.2,1293.6,1415.9
ASSAM,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,State Plan Schemes,state plan,145.4,1193.6,1315.9
ASSAM,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,Central Plan Schemes,central plan,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,Centrally Sponsored Schemes,centrally sponsered,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),4. Non-Plan ,Non-Plan,non -plan Loans,10.8,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,Ways and Means Advances from Centre,advances,NA,100,100
ASSAM,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,Loans for Special Schemes,special scheme,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),,Recovery of Loans and Advances,recovery,281,298.7,313.7
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),1. Housing,Housing,Housing,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,Urban Development,Urb. Dev.,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,Crop Husbandry,Crop Husbandry,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,Food Storage and Warehousing,Food Storage,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,Co-operation,Co-operation,1.1,1.2,1.2
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,Minor Irrigation,Minor Irrigation,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,Power Projects,Power Projects,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,Village and Small Industries,Village and Small Industries,0.3,0.3,0.4
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,Industries and Minerals,Industries and Minerals,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),10.Road Transport,Road Transport,Road Transport,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+","Government Servants, etc.+",Govt. Servants,279.6,297.2,312.1
ASSAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),12. Others**,Recovery of Loands and Advances-Others,Other-loan,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,V. Inter-State Settlement,,Inter-State Settlement, Inter-State Settlement,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,VI. Contingency Fund,,Contingency Fund,Contingency Fund,NA,500,500
ASSAM,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",,"Total Capital Receipts- State Provident Funds, etc.",Tot.State Provident Funds,9531.8,10485,11533.5
ASSAM,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,Total Capital Receipts- State Provident Funds,State Provident Funds,8600,9460,10406
ASSAM,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",2. Others,Total Capital Receipts-State Provident Funds-Others,Other fund,931.8,1025,1127.5
ASSAM,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),,Reserve Funds,Reserve Funds ,2560.8,4235.6,4354.3
ASSAM,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,Depreciation or Renewal Reserve Funds,Depreciation Funds,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),2. Sinking Funds,Sinking Funds, Sinking Funds,1200,1274.8,1340
ASSAM,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,Famine Relief Fund,Famine Relief Fund,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),4. Others,Reserve Funds-Others,Other reserves,1360.8,2960.8,3014.3
ASSAM,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),,Deposits and Advances,Deposits and Advances ,54800.5,57567.1,60474.6
ASSAM,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),1. Civil Deposits,Civil Deposits Income,Civil Deposits,33851.4,35543.9,37321.1
ASSAM,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,Deposits of Local Funds,Deposits of Local Funds,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),3. Civil Advances,Civil Advances Income,Civil Advances,20417.9,21438.8,22510.7
ASSAM,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),4. Others,Deposits and Advances -Others,Other deposits,531.2,584.4,642.8
ASSAM,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),,Suspense and Miscellaneous,Suspense and Misc. ,2106788.4,2212129.6,2322736.2
ASSAM,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),1. Suspense,Suspense,Suspense,809.8,850.3,892.8
ASSAM,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,Cash Balance Investment Accounts,Cash Balance,2105816.9,2211107.7,2321663.1
ASSAM,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,Deposits with RBI,Deposits with RBI,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),4. Others,Miscellaneous-Others,Miscellaneous,161.7,171.6,180.3
ASSAM,TOTAL CAPITAL RECEIPTS,XI. Appropriation to Contingency Fund,,Appropriation to Contingency Fund,Appropriation ,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,XII. Miscellaneous Capital Receipts,,Miscellaneous Capital Receipts,Misc. Capital Receipts,NA,NA,NA
ASSAM,TOTAL CAPITAL RECEIPTS,XIII. Remittances,,Remittances,Remittances,36336,38153.4,40062
ASSAM,TOTAL REVENUE,,,TOTAL REVENUE,Tot. Revenue,230049.6,328501,376628.4
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),,TAX REVENUE,Tax Revenue,138984.8,168758.8,190179.2
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),State's Own Tax Revenue,own tax revenue,59298.7,73031.1,80092.3
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Income,tax-income,2617.9,2748.3,2987.7
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Property and Capital  Transactions,tax-property,2647.2,2869.9,3119.9
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Commodities and Services,tax-comm.&services,54033.6,67412.9,73984.8
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Share in Central Taxes (i to,central taxes,79686.1,95727.7,110086.9
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Corporation Tax,corp. tax,31146.8,38676,44477.4
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Income Tax,income tax,16459.3,19022.8,21876.2
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Estate Duty,estate duty,NA,NA,NA
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes on Income and Expenditure,other taxes,NA,NA,NA
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Taxes on Wealth,tax-walth,63.9,72.9,83.8
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Customs,customs,13934.2,16207.2,18638.3
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Union Excise Duties,excise duty,10136.7,12361.1,14215.3
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Service Tax,service tax,7945.3,9387.8,10796
ASSAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes and Duties on Commodities and Services,other duty,-0.1,-0.1,-0.1
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),,NON-TAX REVENUE,non tax revenue,91064.8,159742.2,186449.2
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),State's Own Non-Tax Revenue,own non tax revenue,23733.3,27080.2,34874.7
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Interest Receipts,interest,4158.8,4574.6,5032.1
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Dividends and Profits,dividend,149.8,164.8,181.2
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),General Services,general services,911.6,1002.7,1103
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Social Services,social services,273.9,301.2,331.3
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Fiscal Services,fiscal services,NA,NA,NA
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Economic Services,economic services,18239.2,21036.9,28226.9
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grants from the Centre,centre grant,67331.5,132662,151574.5
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-State Plan Schemes,state plan,43740.9,72292.6,85496.1
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Central Plan Schemes,central plan,230.3,2195.6,581.1
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Centrally Sponsored Schemes,centrally sponsered,13407.7,29048.6,27707.8
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),NEC or Special Plan Scheme,special scheme,512.8,2649.6,4835.4
ASSAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Non-Plan Grants,non plan Grants,9439.8,26475.6,32954.1
BIHAR,TOTAL INCOME,,,TOTAL INCOME,Tot. Income,1913887.2,719895.3,845817.6
BIHAR,TOTAL CAPITAL RECEIPTS,,,TOTAL CAPITAL RECEIPTS,Tot. Cap. Receipts,1468564,158538.8,165339
BIHAR,TOTAL CAPITAL RECEIPTS,I. External Debt #,,External Debt,Ext. Debt,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),,Internal Debt,Int. Debt,52508.9,67129.8,77783.7
BIHAR,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),1. Market Loans,Market Loans,Market Loans,26000,36087.2,50487.8
BIHAR,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),2. Loans from LIC,Loans from LIC,Loan-LIC,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,Loans from SBI and other Banks,Loan-SBI,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,Loans from National Bank for Agriculture and Rural Development,Loan-NBARD,6274,8638.2,12000
BIHAR,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,Loans from National Co-operative Development Corporation,Loan-NCDC,78,404.4,295.9
BIHAR,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),6. WMA from RBI,WMA from RBI,WMA-RBI,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,Special Securities issued to NSSF,Securities-NSSF,20156.9,22000,15000
BIHAR,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),8. Others@,Internal Debt-Others,Oth-Debt,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),,Loans and Advances from the Centre,Loan from centre,7815.3,23759.1,15430.6
BIHAR,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,State Plan Schemes,state plan,7815.3,23759,15430.5
BIHAR,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,Central Plan Schemes,central plan,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,Centrally Sponsored Schemes,centrally sponsered,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),4. Non-Plan,Non-Plan,non -plan Loans,NA,0.1,0.1
BIHAR,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,Ways and Means Advances from Centre,advances,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,Loans for Special Schemes,special scheme,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),,Recovery of Loans and Advances,recovery,118.6,180.9,150.5
BIHAR,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),1. Housing,Housing,Housing,0.1,0.1,0.1
BIHAR,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,Urban Development,Urb. Dev.,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,Crop Husbandry,Crop Husbandry,NA,0.1,NA
BIHAR,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,Food Storage and Warehousing,Food Storage,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,Co-operation,Co-operation,7.5,42,25.5
BIHAR,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,Minor Irrigation,Minor Irrigation,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,Power Projects,Power Projects,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,Village and Small Industries,Village and Small Industries,0.6,4.1,0.7
BIHAR,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,Industries and Minerals,Industries and Minerals,0.9,0.7,1.1
BIHAR,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),10.Road Transport,Road Transport,Road Transport,NA,NA,NA
BIHAR,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+","Government Servants, etc.+",Govt. Servants,109.5,134,123.3
