State,From Year,To Year,Category,Sub-category,Display Names,Total,% To India,% To State,Males,% To Total,Females,% To Total,All India Total,All India Males,All India Females,All States,All India Figs
PUNJAB,2011,2012,POPULATION,MPCE Rural (Rs Per month),MPCE-Rur,2136.39,,,,,,,1054,,,,
NAGALAND,,2012,HEALTH,Total No of Beds (Govt) ,Total Beds (Govt) ,2150,,,,,,,784940,,,,
PUNJAB,2011,2012,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),2156,,,,,,,64600,,,,
GOA,2009,2010,HEALTH,Tuberculosis-Total patients registered for treatment,TB-ppl registered for treatment,2156,,,,,,,2395444,,,,
DAMAN & DIU,2011,2012,ECONOMY/ BUDGET,GSDP At Constant 2004-05 Prices (in Rs cr),GSDP(Cr),2163.94,,,,,,,5222027,,,,
DAMAN & DIU,,2011,POPULATION,Decadal Population Growth (2001-2011) (in %),Decadal Pop. Growth,2169,,,,,,,382,,,,
DADRA & NAGAR HAVELI,2009,2010,HEALTH,Tuberculosis-No of ppl examined,TB-ppl examined,2182,,,,,,,7550522,,,,
CHHATTISGARH,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),2184,,,,,,,70934,,,,
RAJASTHAN,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2206.93,,,,,,,1984,,,,
HIMACHAL PRADESH,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,2210,,,,,,,211660,,,,
HIMACHAL PRADESH,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of Urban Roads (Total in km),Coverage-Urb. Roads (km),2213,,,,,,,411840,,,,
JAMMU & KASHMIR,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,2216,,,,,,,123745,,,,
ARUNACHAL PRADESH,,2012,HEALTH,Total No of Beds (Govt) ,Total Beds (Govt) ,2218,,,,,,,784940,,,,
TRIPURA,2012,2013,Fiscal Developments,Capital Expenditure (BE) (in Rs cr),Capital Expenditure(Cr),2220,,,,,,,343880,,,,
DAMAN & DIU,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2239.45,,,,,,,1054,,,,
ARUNACHAL PRADESH,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2241.63,,,,,,,1984,,,,
PUDUCHERRY,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV,HIV-Adults,2254,2395444,,,,,,2395444,,,,
MEGHALAYA,2009,2010,EDUCATION,Schools and Colleges-Middle or Sr Basic Schools  ,Middle Schools,2259,,,,,,,367745,,,,
MANIPUR,2012,2013,Fiscal Developments,Capital Expenditure (BE) (in Rs cr),Capital Expenditure(Cr),2260,,,,,,,343880,,,,
TRIPURA,2012,2013,Fiscal Developments,Tax Revenue (IN Rs cr) (BE),Tax Revenue(Cr),2270,,,,,,,947260,,,,
NAGALAND,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2279.42,,,,,,,1984,,,,
GOA,2012,2013,Fiscal Developments,Capital Expenditure (BE) (in Rs cr),Capital Expenditure(Cr),2280,,,,,,,-2.49,,,,
CHANDIGARH,2009,2011,INDUSTRY & INFRASTRUCTURE,Road Coverage (Total in km),Road Coverage (km),2284,,,,,,,4690342,,,,
PUDUCHERRY,2012,2013,Fiscal Developments,Tax Revenue (IN Rs cr) (BE),Tax Revenue(Cr),2290,,,,,,,947260,,,,
MEGHALAYA,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2293.82,,,,,,,1984,,,,
PUDUCHERRY,,2012,HEALTH,No of Urban Beds (Govt),Urb. Beds (Govt),2304,,,,,,,618664,,,,
PUDUCHERRY,2011,2012,POPULATION,MPCE Rural (Rs Per month),MPCE-Rur,2309.92,,,,,,,1054,,,,
MIZORAM,2009,2010,HEALTH,Tuberculosis-Total patients registered for treatment,TB-ppl registered for treatment,2310,,,,,,,1522147,,,,
JAMMU & KASHMIR,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2320.28,,,,,,,1984,,,,
SIKKIM,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of Rural Roads (Total in km),Coverage-Rur. Roads (km),2326,,,,,,,1849805,,,,
JHARKHAND,2012,2013,Fiscal Developments,Interest Payments (in Rs cr) (BE),Interest Payments(Cr),2330,,,,,,,136050,,,,
DADRA & NAGAR HAVELI,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2346.15,,,,,,,1984,,,,
KERALA,2011,2012,POPULATION,MPCE Rural (Rs Per month),MPCE-Rur,2355.53,,,,,,,1984,,,,
CHHATTISGARH,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,2358,,,,,,,211660,,,,
PUNJAB,,2012,HEALTH,No of Rural Beds (Govt),Rur. Beds (Govt),2360,,,,,,,160862,,,,
ARUNACHAL PRADESH,2009,2010,HEALTH,Tuberculosis-Total patients registered for treatment,TB-ppl registered for treatment,2360,,,,,,,1522147,,,,
UTTAR PRADESH,2009,2010,EDUCATION,"Colleges & Polytechnics-Arts, Fine Arts, Social Work, Science & Commerce",Colleges -Arts,2361,,,,,,,14321,,,,
NAGALAND,2010,2011,ECONOMY/ BUDGET,Agriculture & Allied Activities (in Rs cr) ,Agriculture (Cr),2368.08,,,,,,,724279.85,,,,
TRIPURA,2009,2010,EDUCATION,Schools and Colleges-Primary or Jr Basic Schools,Primary Schools,2379,,,,,,,823162,,,,
PUNJAB,2009,2010,EDUCATION,Schools and Colleges-Pre-Degree or Junior Colleges or Higher Sec. Schools,Junior Colleges,2380,,,,,,,66917,,,,
KERALA,2009,2010,EDUCATION,Schools and Colleges-Pre-Degree or Junior Colleges or Higher Sec. Schools,Junior Colleges,2380,,,,,,,14321,,,,
BIHAR,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,2399,,,,,,,123745,,,,
MIZORAM,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2426.53,,,,,,,1984,,,,
UTTARAKHAND,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2452.02,,,,,,,1984,,,,
ASSAM,2011,2012,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),2459,,,,,,,64600,,,,
GOA,2011,2012,POPULATION,MPCE Rural (Rs Per month),MPCE-Rur,2460.77,,,,,,,1984,,,,
ORISSA,2011,2012,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),2469,,,,,,,64600,,,,
GUJARAT,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2472.49,,,,,,,1984,,,,
WEST BENGAL,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2489.89,,,,,,,1984,,,,
JHARKHAND,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,2504,,,,,,,211660,,,,
ANDAMAN & NICOBAR ISLANDS,2011,2012,POPULATION,MPCE Rural (Rs Per month),MPCE-Rur,2508.19,,,,,,,1054,,,,
HARYANA,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of State Highways (Total in km),State Highways (km),2521,,,,,,,163898,,,,
SIKKIM,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2528.11,,,,,,,1984,,,,
DAMAN & DIU,2009,2010,HEALTH,Tuberculosis-Total patients registered for treatment,TB-ppl registered for treatment,2532,,,,,,,7550522,,,,
LAKSHADWEEP,2011,2012,POPULATION,MPCE Rural (Rs Per month),MPCE-Rur,2533.07,,,,,,,1054,,,,
TAMIL NADU,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2534.32,,,,,,,5222027,,,,
ORISSA,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,2536,,,,,,,211660,,,,
CHANDIGARH,2011,2012,POPULATION,MPCE Rural (Rs Per month),MPCE-Rur,2543.57,,,,,,,1054,,,,
CHHATTISGARH,2009,2010,EDUCATION,Schools and Colleges-Pre-Degree or Junior Colleges or Higher Sec. Schools,Junior Colleges,2544,,,,,,,66917,,,,
ANDHRA PRADESH,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2559.3,,,,,,,5222027,,,,
WEST BENGAL,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),2578,,,,,,,70934,,,,
PUDUCHERRY,,2012,HEALTH,Total No of Beds (Govt) ,Total Beds (Govt) ,2578,,,,,,,784940,,,,
MANIPUR,2009,2010,EDUCATION,Schools and Colleges-Primary or Jr Basic Schools,Primary Schools,2579,,,,,,,823162,,,,
DELHI,2009,2010,EDUCATION,Schools and Colleges-Primary or Jr Basic Schools,Primary Schools,2586,,,,,,,823162,,,,
MADHYA PRADESH,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Domestic),ppl handled Per Day (Domestic),2596,,,,,,,211622,,,,
PUDUCHERRY,,2011,POPULATION,Density Of Population (per sq km),Population Density,2598,,,,,,,382,,,,
GOA,,2012,HEALTH,Total No of Beds (Govt) ,Total Beds (Govt) ,2609,,,,,,,4146,,,,
JAMMU & KASHMIR,2012,2013,Fiscal Developments,Interest Payments (in Rs cr) (BE),Interest Payments(Cr),2640,,,,,,,136050,,,,
KERALA,2004,2005,HEALTH,Per Capita Private Expenditure (in Rs),Per Capita Private Expenditure ( Rs),2663,,,73.2,,77.6,,,,,,
LAKSHADWEEP,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2666.49,,,,,,,1984,,,,
DELHI,2011,2012,POPULATION,MPCE Rural (Rs Per month),MPCE-Rur,2690.24,,,,,,,1054,,,,
UTTARAKHAND,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,2739,,,,,,,211660,,,,
PUDUCHERRY,2009,2011,INDUSTRY & INFRASTRUCTURE,Road Coverage (Total in km),Road Coverage (km),2740,,,,,,,4690342,,,,
PUNJAB,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,2741,,,,,,,123745,,,,
PUNJAB,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2743.07,,,,,,,1984,,,,
WEST BENGAL,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Intl),ppl handled Per Day (Intl),2746,,,,,,,93769,,,,
CHANDIGARH,2009,2010,HEALTH,Tuberculosis-Total patients registered for treatment,TB-ppl registered for treatment,2764,,,,,,,1522147,,,,
ASSAM,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,2795,,,,,,,211660,,,,
BIHAR,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,2805,,,,,,,211660,,,,
ASSAM,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),2836,,,,,,,70934,,,,
MEGHALAYA,,2012,HEALTH,Total No of Beds (Govt) ,Total Beds (Govt) ,2837,,,,,,,784940,,,,
TRIPURA,2009,2010,HEALTH,Tuberculosis-Total patients registered for treatment,TB-ppl registered for treatment,2850,,,,,,,1522147,,,,
DELHI,2012,2013,Fiscal Developments,Interest Payments (in Rs cr) (BE),Interest Payments(Cr),2870,,,,,,,136050,,,,
KARNATAKA,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2898.94,,,,,,,5222027,,,,
HIMACHAL PRADESH,,2012,HEALTH,No of Rural Beds (Govt),Rur. Beds (Govt),2905,,,,,,,160862,,,,
UTTAR PRADESH,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Domestic),ppl handled Per Day (Domestic),2923,,,,,,,1599,,,,
GOA,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2934.87,,,,,,,5222027,,,,
MAHARASHTRA,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2937.06,,,,,,,1984,,,,
GOA,,2011,HEALTH,No of Doctors,Doctors,2947,,,,,,,7550522,,,,
PUDUCHERRY,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,2959.82,,,,,,,1984,,,,
ARUNACHAL PRADESH,2012,2013,Fiscal Developments,Capital Expenditure (BE) (in Rs cr),Capital Expenditure(Cr),2990,,,,,,,343880,,,,
CHANDIGARH,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,3000.27,,,,,,,1984,,,,
ANDAMAN & NICOBAR ISLANDS,2011,2012,ECONOMY/ BUDGET,GSDP At Constant 2004-05 Prices (in Rs cr),GSDP(Cr),3003,,,,,,,5222027,,,,
TAMIL NADU,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,3030,,,,,,,66917,,,,
TRIPURA,,2012,HEALTH,Total No of Beds (Govt) ,Total Beds (Govt) ,3032,,,,,,,784940,,,,
KERALA,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,3044.22,,,,,,,5222027,,,,
KERALA,2009,2010,EDUCATION,Schools and Colleges-Middle or Sr Basic Schools  ,Middle Schools,3062,,,,,,,123745,,,,
CHANDIGARH,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV,HIV-Adults,3067,,,,,,,2395444,,,,
KARNATAKA,2011,2012,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),3090,,,,,,,,,,,
UTTAR PRADESH,2009,2010,EDUCATION,Colleges & Polytechnics-Total Colleges,Colleges-Total Colleges,3104,,,,,,,25938,,,,
ASSAM,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of State Highways (Total in km),State Highways (km),3134,,,,,,,163898,,,,
DELHI,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,3160.76,,,,,,,1984,,,,
MEGHALAYA,2010,2011,INDUSTRY & INFRASTRUCTURE,Invested Capital (in Rs cr),Invested Capital (Cr),3168.56,,,,,,,2394711.06,,,,
HIMACHAL PRADESH,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,3173.3,,,,,,,1984,,,,
TRIPURA,2010,2011,ECONOMY/ BUDGET,Agriculture & Allied Activities (in Rs cr) ,Agriculture (Cr),3233.58,,,,,,,724279.85,,,,
ASSAM,,2012,HEALTH,No of Rural Beds (Govt),Rur. Beds (Govt),3240,,,,,,,160862,,,,
GUJARAT,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),3245,,,,,,,70934,,,,
CHHATTISGARH,,2012,HEALTH,No of Rural Beds (Govt),Rur. Beds (Govt),3270,,,,,,,160862,,,,
HARYANA,2009,2010,EDUCATION,Schools and Colleges-Pre-Degree or Junior Colleges or Higher Sec. Schools,Junior Colleges,3278,,,,,,,66917,,,,
HARYANA,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,3346.32,,,,,,,1984,,,,
KERALA,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,3388,,,,,,,66917,,,,
JHARKHAND,,2011,HEALTH,No of Doctors,Doctors,3399,,,,,,,922177,,,,
UTTARAKHAND,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of Rural Roads (Total in km),Coverage-Rur. Roads (km),3412,,,,,,,1849805,,,,
TRIPURA,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV,HIV-Adults,3425,,,,,,,2395444,,,,
HARYANA,2009,2010,EDUCATION,Schools and Colleges-Middle or Sr Basic Schools  ,Middle Schools,3439,,,,,,,367745,,,,
MAHARASHTRA,2009,2010,EDUCATION,Colleges & Polytechnics-Total Colleges,Colleges-Total Colleges,3446,,,,,,,25938,,,,
HARYANA,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,3493,,,,,,,123745,,,,
GUJARAT,2009,2010,EDUCATION,Schools and Colleges-Pre-Degree or Junior Colleges or Higher Sec. Schools,Junior Colleges,3508,,,,,,,66917,,,,
TAMIL NADU,2009,2010,EDUCATION,Schools and Colleges-Pre-Degree or Junior Colleges or Higher Sec. Schools,Junior Colleges,3518,,,,,,,14321,,,,
UTTARAKHAND,,2011,HEALTH,No of Doctors,Doctors,3571,,,,,,,922177,,,,
ORISSA,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of State Highways (Total in km),State Highways (km),3576,,,,,,,163898,,,,
ANDHRA PRADESH,2012,2013,Fiscal Developments,Interest Payments (in Rs cr) (BE),Interest Payments(Cr),3590,,,,,,,947260,,,,
BIHAR,2011,2012,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),3598,,,,,,,64600,,,,
JAMMU & KASHMIR,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Domestic),ppl handled Per Day (Domestic),3611,,,,,,,211622,,,,
RAJASTHAN,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Domestic),ppl handled Per Day (Domestic),3632,,,,,,,211622,,,,
BIHAR,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),3642,,,,,,,70934,,,,
SIKKIM,2010,2011,ECONOMY/ BUDGET,GSDP At Constant 2004-05 Prices (in Rs cr),GSDP(Cr),3642,,,,,,,4885954,,,,
KARNATAKA,2009,2010,EDUCATION,Schools and Colleges-Pre-Degree or Junior Colleges or Higher Sec. Schools,Junior Colleges,3644,,,,,,,14321,,,,
MANIPUR,2009,2010,HEALTH,Tuberculosis-Total patients registered for treatment,TB-ppl registered for treatment,3652,,,,,,,1522147,,,,
ORISSA,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),3704,,,,,,,70934,,,,
ANDHRA PRADESH,,2012,HEALTH,No of Rural Beds (Govt),Rur. Beds (Govt),3725,,,,,,,24146,,,,
UTTARAKHAND,,2012,HEALTH,No of Rural Beds (Govt),Rur. Beds (Govt),3746,,,,,,,160862,,,,
RAJASTHAN,,2011,HEALTH,No of Dispensaries ,Dispensaries ,3760,,,,,,,24146,,,,
UTTARAKHAND,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of State Highways (Total in km),State Highways (km),3788,,,,,,,163898,,,,
JAMMU & KASHMIR,2012,2013,Fiscal Developments,Capital Receipts (2012-13 BE) (in Rs cr),Capital Receipts(Cr),3880,,,,,,,302330,,,,
NAGALAND,2009,2010,HEALTH,Tuberculosis-Total patients registered for treatment,TB-ppl registered for treatment,3904,,,,,,,1522147,,,,
ANDAMAN & NICOBAR ISLANDS,2009,2010,HEALTH,Tuberculosis-No of ppl examined,TB-ppl examined,3911,,,,,,,7550522,,,,
DELHI,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,3920,,,,,,,211660,,,,
TAMIL NADU,2011,2012,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),3943,,,,,,,,,,,
JAMMU & KASHMIR,,2012,HEALTH,Total No of Beds (Govt) ,Total Beds (Govt) ,3945,,,,,,,784940,,,,
HIMACHAL PRADESH,2012,2013,Fiscal Developments,Capital Receipts (2012-13 BE) (in Rs cr),Capital Receipts(Cr),3980,,,,,,,302330,,,,
BIHAR,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of State Highways (Total in km),State Highways (km),3989,,,,,,,163898,,,,
WEST BENGAL,2011,2012,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),4000,,,,,,,64600,,,,
GOA,2012,2013,Fiscal Developments,Tax Revenue (IN Rs cr) (BE),Tax Revenue(Cr),4080,,,,,,,14.31,,,,
CHHATTISGARH,,2011,HEALTH,No of Doctors,Doctors,4106,,,,,,,922177,,,,
HARYANA,2012,2013,Fiscal Developments,Interest Payments (in Rs cr) (BE),Interest Payments(Cr),4180,,,,,,,136050,,,,
MAHARASHTRA,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),4191,,,,,,,70934,,,,
MADHYA PRADESH,2010,2011,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,4212,,,,,,,211660,,,,
UTTARAKHAND,,2012,HEALTH,No of Urban Beds (Govt),Urb. Beds (Govt),4219,,,,,,,618664,,,,
HIMACHAL PRADESH,2012,2013,Fiscal Developments,Capital Expenditure (BE) (in Rs cr),Capital Expenditure(Cr),4270,,,,,,,343880,,,,
ANDHRA PRADESH,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Intl),ppl handled Per Day (Intl),4293.01,,,,,,,3170,,,,
HARYANA,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of Rural Roads (Total in km),Coverage-Rur. Roads (km),4296,,,,,,,1849805,,,,
UTTARAKHAND,2009,2010,EDUCATION,Schools and Colleges-Middle or Sr Basic Schools  ,Middle Schools,4296,,,,,,,367745,,,,
WEST BENGAL,2009,2010,EDUCATION,Schools and Colleges-Middle or Sr Basic Schools  ,Middle Schools,4296,,,,,,,367745,,,,
KERALA,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of State Highways (Total in km),State Highways (km),4341,,,,,,,1849805,,,,
ORISSA,2012,2013,Fiscal Developments,Interest Payments (in Rs cr) (BE),Interest Payments(Cr),4360,,,,,,,136050,,,,
ANDHRA PRADESH,2009,2010,EDUCATION,Schools and Colleges-Pre-Degree or Junior Colleges or Higher Sec. Schools,Junior Colleges,4364,,,,,,,14321,,,,
ASSAM,,2012,HEALTH,No of Urban Beds (Govt),Urb. Beds (Govt),4382,,,,,,,618664,,,,
KARNATAKA,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),4396,,,,,,,163898,,,,
ANDAMAN & NICOBAR ISLANDS,2011,2012,POPULATION,MPCE Urban (Rs Per month),MPCE-Urb,4439.03,,,,,,,1984,,,,
UTTARAKHAND,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of Urban Roads (Total in km),Coverage-Urb. Roads (km),4465,,,,,,,411840,,,,
ANDHRA PRADESH,2009,2010,EDUCATION,Colleges & Polytechnics-Total Colleges,Colleges-Total Colleges,4473,,,,,,,,,,0.7,
GOA,2009,2011,INDUSTRY & INFRASTRUCTURE,Other PWD Roads (Total in km),PWD Roads (km),4501,,,,,,,141.86,,,,
WEST BENGAL,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of State Highways (Total in km),State Highways (km),4505,,,,,,,163898,,,,
ANDHRA PRADESH,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),4537,,,,,,,163898,,,,
MIZORAM,2010,2011,ECONOMY/ BUDGET,GSDP At Constant 2004-05 Prices (in Rs cr),GSDP(Cr),4557,,,,,,,4885954,,,,
JAMMU & KASHMIR,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of Rural Roads (Total in km),Coverage-Rur. Roads (km),4624,,,,,,,1849805,,,,
SIKKIM,2009,2011,INDUSTRY & INFRASTRUCTURE,Road Coverage (Total in km),Road Coverage (km),4630,,,,,,,4690342,,,,
ASSAM,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Domestic),ppl handled Per Day (Domestic),4639.01,,,,,,,211622,,,,
ASSAM,2012,2013,Fiscal Developments,Capital Receipts (2012-13 BE) (in Rs cr),Capital Receipts(Cr),4650,,,,,,,302330,,,,
UTTARAKHAND,2012,2013,Fiscal Developments,Capital Receipts (2012-13 BE) (in Rs cr),Capital Receipts(Cr),4730,,,,,,,302330,,,,
TAMIL NADU,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),4832,,,,,,,163898,,,,
GOA,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of Rural Roads (Total in km),Coverage-Rur. Roads (km),4883,,,,,,,411840,,,,
BIHAR,2012,2013,Fiscal Developments,Interest Payments (in Rs cr) (BE),Interest Payments(Cr),4920,,,,,,,136050,,,,
HIMACHAL PRADESH,2009,2010,EDUCATION,Schools and Colleges-Middle or Sr Basic Schools  ,Middle Schools,4921,,,,,,,367745,,,,
MEGHALAYA,2009,2010,HEALTH,Tuberculosis-Total patients registered for treatment,TB-ppl registered for treatment,4947,,,,,,,1522147,,,,
MADHYA PRADESH,2011,2012,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),4954,,,,,,,64600,,,,
JHARKHAND,2009,2011,INDUSTRY & INFRASTRUCTURE,Other PWD Roads (Total in km),PWD Roads (km),4994,,,,,,,1005327,,,,
GOA,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Domestic),ppl handled Per Day (Domestic),5017,,,,,,,1599,,,,
MADHYA PRADESH,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),5027,,,,,,,70934,,,,
KARNATAKA,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Intl),ppl handled Per Day (Intl),5064,,,,,,,3170,,,,
MADHYA PRADESH,2009,2010,EDUCATION,Schools and Colleges-Pre-Degree or Junior Colleges or Higher Sec. Schools,Junior Colleges,5161,,,,,,,66917,,,,
CHHATTISGARH,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of State Highways (Total in km),State Highways (km),5240,,,,,,,163898,,,,
GUJARAT,2011,2012,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),5257,,,,,,,64600,,,,
ANDHRA PRADESH,2011,2012,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),5264,,,,,,,,,,,
JAMMU & KASHMIR,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV,HIV-Adults,5403,,,,,,,2395444,,,,
UTTARAKHAND,2012,2013,Fiscal Developments,Capital Expenditure (BE) (in Rs cr),Capital Expenditure(Cr),5410,,,,,,,343880,,,,
JHARKHAND,,2012,HEALTH,Total No of Beds (Govt) ,Total Beds (Govt) ,5414,,,,,,,784940,,,,
GOA,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV,HIV-Adults,5440,,,,,,,0.31,,,,
ARUNACHAL PRADESH,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of Rural Roads (Total in km),Coverage-Rur. Roads (km),5455,,,,,,,1849805,,,,
KERALA,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Domestic),ppl handled Per Day (Domestic),5460,,,,,,,1599,,,,
UTTARAKHAND,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV,HIV-Adults,5539,,,,,,,2395444,,,,
ASSAM,2009,2010,EDUCATION,Schools and Colleges-High or Post Basic Schools,High Schools,5562,,,,,,,123745,,,,
HIMACHAL PRADESH,,2012,HEALTH,No of Urban Beds (Govt),Urb. Beds (Govt),5574,,,,,,,618664,,,,
RAJASTHAN,2009,2011,INDUSTRY & INFRASTRUCTURE,Coverage Of National Highways (Total in km),National Highways (km),5585,,,,,,,70934,,,,
MAHARASHTRA,2011,2012,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),5602,,,,,,,64600,,,,
JHARKHAND,2012,2013,Fiscal Developments,Capital Receipts (2012-13 BE) (in Rs cr),Capital Receipts(Cr),5640,,,,,,,302330,,,,
HARYANA,,2011,HEALTH,No of Doctors,Doctors,5717,,,,,,,922177,,,,
PUDUCHERRY,2010,2011,INDUSTRY & INFRASTRUCTURE,Invested Capital (in Rs cr),Invested Capital (Cr),5727.27,,,,,,,2394711.06,,,,
